SalePrice,BsmtQual,GarageArea,GrLivArea,TotalBsmtSF,1stFlrSF,OverallQual,Fireplaces,YearBuilt,GarageCars,2ndFlrSF,LotArea,BsmtFinSF1,YearRemodAdd,TotRmsAbvGrd,SaleCondition
154000,3,474,1626,764,764,7,0,2003,2,862,2448,573,2004,6,4
318061,1,617,1869,1869,1869,9,1,2007,2,0,7820,0,2007,6,5
190000,3,445,1453,1453,1453,7,1,1986,2,0,5271,1082,1986,6,4
95000,4,200,1111,616,616,5,0,1941,1,495,9084,236,1950,5,4
105900,4,484,720,624,720,6,0,1928,2,0,8520,0,2003,5,4
140000,4,240,1595,940,1192,6,2,1940,1,403,8400,388,2000,6,4
177500,3,521,1200,1200,1200,6,0,1995,2,0,11249,334,1995,6,4
173000,3,400,1167,1158,1167,6,0,1992,2,0,9248,560,1992,6,4
134000,3,528,1142,1142,1142,5,1,1976,2,0,4224,874,1976,6,4
130000,4,288,1352,1062,1352,5,0,1958,1,0,6930,300,1958,6,4
280000,3,592,1924,1086,1086,8,1,1998,2,838,12011,956,1998,7,4
156000,3,470,912,888,912,6,1,1978,2,0,7540,773,1978,5,4
145000,4,240,1505,883,988,5,0,1940,1,517,9144,399,1982,8,4
198500,4,672,1922,0,495,7,1,2003,2,1427,7301,0,2003,7,4
118000,4,264,987,483,483,6,0,1972,1,504,1680,162,2007,5,4
190000,3,566,1574,796,790,6,1,1976,2,784,18800,712,1976,6,4
147000,4,468,1344,672,672,5,0,1920,1,672,10690,456,1997,6,4
159000,3,514,1394,1394,1394,6,2,1963,2,0,9500,609,1963,6,4
165000,3,296,1431,1099,1431,6,1,1962,1,0,9150,371,1962,6,4
132000,4,244,1268,1268,1268,5,1,1954,1,0,7800,540,1954,7,4
162000,4,576,1287,1063,1287,5,1,1959,2,0,9830,72,2006,7,4
172400,3,460,1664,953,953,6,1,2000,2,711,8121,0,2000,7,4
134432,4,680,1588,0,1120,4,1,1959,2,468,17120,0,1959,7,4
125000,3,264,752,744,752,6,0,1984,1,0,7175,623,1984,4,4
123000,4,270,1319,608,1319,5,0,1953,1,0,10634,428,1953,5,4
219500,3,434,1928,847,847,7,1,2003,2,1081,8200,0,2004,8,4
148000,3,576,914,870,914,5,0,1996,2,0,8846,298,1996,5,4
340000,3,610,2466,1580,1580,8,1,2004,2,886,11143,0,2005,8,4
394432,1,834,1856,1856,1856,9,1,2010,3,0,11394,1445,2010,8,5
179000,3,463,1800,982,1007,6,1,2000,2,793,8123,0,2000,7,4
127000,4,308,1691,1026,1026,5,1,1924,1,665,5000,218,1950,6,4
187750,3,572,1301,1293,1301,7,1,2006,2,0,7200,0,2006,5,5
213500,3,639,1797,939,939,7,0,2006,2,858,9245,0,2006,8,4
76000,2,360,784,784,784,6,0,1928,2,0,9000,0,1950,5,4
192000,3,430,1269,1256,1269,8,1,2004,2,0,3182,24,2005,6,4
125000,4,352,1125,1041,1125,6,1,1976,1,0,7200,631,1976,6,4
191000,3,577,1479,1468,1479,7,0,1999,2,0,9382,0,2000,6,4
119000,4,384,1367,861,961,5,0,1900,1,406,8405,241,1950,7,4
215000,1,560,1961,804,804,6,1,2001,2,1157,12209,690,2002,7,4
106500,4,294,882,0,882,5,0,1959,1,0,8339,0,1959,5,4
100000,4,0,788,788,788,4,2,1941,0,0,7446,266,1950,4,4
109000,4,240,1034,735,735,5,0,1940,1,299,10134,0,1950,5,4
129000,4,596,1144,1144,1144,5,0,1956,1,0,9571,739,1956,6,4
123000,4,600,894,894,894,5,0,1972,2,0,7200,777,1972,6,4
169500,4,264,1812,864,876,5,1,1962,1,936,7590,540,1962,8,4
67000,2,338,1077,961,1077,5,0,1920,1,0,8967,0,1950,6,4
241000,3,438,1550,1092,1112,7,0,2006,2,438,8125,812,2007,7,4
245500,3,500,1288,1260,1288,8,2,1996,2,0,14963,786,1996,4,4
164990,3,400,1310,1310,1310,7,1,2005,2,0,8767,24,2005,6,5
108000,4,240,672,672,672,5,0,1940,1,0,10200,0,1997,4,4
258000,3,420,2263,1141,1165,8,1,1998,2,1098,12090,0,1998,10,4
168000,3,373,1572,806,806,6,1,1995,2,766,10364,0,1996,7,4
150000,4,490,1620,1281,1620,4,1,1976,2,0,9991,1116,1993,8,4
115000,4,240,1639,1064,1166,6,0,1936,1,0,10480,0,1950,6,4
177000,3,308,1680,840,840,6,0,1915,1,840,15576,0,1976,8,4
280000,1,947,2172,1063,1071,7,1,2006,3,1101,14154,0,2006,9,5
339750,1,836,2078,1034,1050,8,1,2007,3,1028,10800,789,2008,8,5
60000,4,350,1276,1276,1276,5,0,1958,1,0,9571,0,1958,5,4
145000,4,572,1056,1056,1056,5,0,1955,2,0,34650,1056,1955,5,4
222000,1,484,1478,1470,1478,7,1,2009,2,0,4403,578,2009,7,5
115000,4,360,1028,1008,1028,5,1,1927,2,0,8960,0,1950,5,4
228000,3,678,2097,1080,1080,7,1,1993,3,1017,11228,50,1993,9,4
181134,3,396,1340,1340,1340,7,0,2007,2,0,8899,24,2007,6,5
149500,4,440,1400,672,672,6,1,1978,2,728,7844,209,1978,6,4
239000,3,864,2624,1370,1370,6,1,1918,3,1254,22420,1128,1950,10,4
142000,4,304,1056,1056,1056,5,1,1968,1,0,8450,775,1968,6,4
215000,3,529,1602,1602,1602,6,1,1977,2,0,16635,1246,2000,8,4
113000,4,520,988,988,988,5,0,1954,2,0,21750,0,1954,4,4
315000,3,696,2630,1470,1470,8,1,1998,3,1160,9200,986,1998,8,4
139000,3,297,1196,1196,1196,6,1,1956,1,0,9000,616,1956,6,4
135000,4,240,1389,651,707,7,2,1946,1,682,3378,0,1992,6,4
275000,3,569,1644,1518,1644,7,1,1989,2,0,12800,1518,1989,5,4
109008,4,352,907,907,907,4,0,1957,1,0,8593,288,1957,5,4
195400,3,628,1208,1208,1208,7,0,2007,2,0,6762,664,2007,6,5
175000,3,576,1412,1392,1412,6,1,1988,2,0,11457,1005,1988,6,4
85400,4,264,987,483,483,6,0,1971,1,504,1680,387,1971,4,4
79900,4,0,1198,901,1088,6,0,1920,0,110,5586,0,1998,7,4
122500,4,440,1365,765,765,5,0,1971,2,600,1920,471,1971,6,4
181000,3,470,1604,926,926,6,1,1997,2,678,10839,0,1998,7,4
81000,3,0,630,630,630,4,0,1972,0,0,1890,495,1972,3,4
212000,3,550,1661,799,827,7,1,1996,2,834,10667,385,1996,6,4
116000,2,440,1118,648,734,6,0,1920,2,384,4400,0,1950,6,4
119000,4,180,904,884,904,6,0,1926,1,0,6000,0,2004,4,4
90350,4,352,694,440,694,5,1,1913,1,0,4280,365,2002,4,4
110000,4,528,1196,684,684,6,0,1920,2,512,12354,0,2000,7,4
118000,4,0,1440,1440,1440,4,0,1955,0,0,12108,133,1955,8,4
162900,4,360,1573,1078,1128,5,1,1930,2,445,6240,0,1992,8,4
172500,1,648,1258,1258,1258,7,1,2006,3,0,3922,0,2007,6,5
210000,3,493,1908,915,933,7,1,1994,2,975,8750,642,1995,8,4
127500,4,480,1689,1436,1689,6,1,1956,2,0,9855,0,1956,7,4
190000,4,578,1888,1517,1888,6,1,1966,2,0,16492,247,2002,6,4
199900,3,431,1886,930,956,7,1,1998,2,930,11214,0,1999,10,4
119500,4,198,1376,780,780,6,1,1937,1,596,8600,0,1950,7,4
120000,4,308,1183,649,679,3,0,1948,1,504,6000,331,2002,6,4
110000,4,270,813,813,813,6,0,1930,1,0,5684,0,2005,5,4
204000,1,422,1756,872,888,6,0,1996,2,868,9303,742,1997,7,4
210000,3,676,1590,768,786,8,0,2008,2,804,9000,0,2008,6,4
188000,4,560,1728,1728,1728,5,0,1976,2,0,9297,1606,1976,8,3
175500,4,528,1242,1242,1242,7,1,1973,2,0,9600,916,1973,6,4
98000,4,513,1344,624,624,5,0,1916,3,720,4571,0,1950,7,4
161000,4,228,1666,588,833,8,1,1925,1,833,5100,0,1996,7,4
110000,4,352,1203,709,979,5,1,1950,1,224,7015,185,1950,5,4
263435,3,552,1935,832,832,8,0,2009,2,1103,8004,544,2009,8,5
155000,3,576,1135,560,575,7,0,1936,2,560,7200,350,2007,6,4
62383,4,360,864,864,864,5,1,1965,1,0,8281,553,1965,5,4
188700,4,240,1660,715,849,6,1,1934,1,811,11988,326,1995,6,4
124000,3,0,1040,1040,1040,5,0,1978,0,0,8430,616,1978,5,4
178740,3,398,1414,1375,1414,7,1,2004,2,0,3072,0,2004,6,4
167000,4,526,1277,1277,1277,7,1,1970,2,0,10628,778,1970,5,4
146500,4,312,1644,728,888,5,2,1942,1,756,9480,386,1995,7,4
250000,3,866,1634,1626,1634,8,1,2006,3,0,11428,0,2006,7,4
187000,3,506,1710,832,832,6,0,1993,2,878,9291,426,1993,7,4
212000,3,528,1502,1488,1502,8,0,1985,2,0,6820,368,1985,4,4
190000,3,534,1969,808,1161,7,1,1977,2,808,11952,0,1977,8,4
148000,3,525,1072,547,1072,6,0,2005,2,0,3675,459,2005,5,4
251000,3,499,1652,1494,1652,8,0,2000,2,0,5330,1196,2000,6,4
132500,4,624,970,970,970,5,0,1963,2,0,8480,630,1963,5,4
208900,3,508,1493,1478,1493,6,1,1997,2,0,13125,994,1998,7,4
380000,3,694,2643,2153,2069,9,1,2006,3,574,13693,0,2006,9,4
297000,1,826,1718,1705,1718,8,1,2007,3,0,10637,1288,2008,7,4
326000,1,772,1850,1833,1850,9,1,2004,3,0,16033,1261,2005,8,4
374000,1,874,1792,1792,1792,9,1,2003,3,0,11846,1567,2004,6,4
155000,4,164,1826,910,916,7,1,1915,1,910,2500,299,2005,7,4
164000,1,402,1216,1216,1216,6,0,1998,2,0,4500,897,1998,5,4
132500,4,264,999,999,999,5,0,1962,1,0,7758,588,2001,6,4
147000,4,264,1113,1113,1113,5,1,1950,1,0,9600,607,2007,5,4
156000,4,515,1073,1073,1073,5,0,1965,2,0,10289,836,1965,6,4
175000,3,487,1484,1484,1484,5,1,1971,2,0,12243,998,1971,7,4
160000,4,520,2414,954,1766,5,1,1900,2,648,10800,664,1970,10,4
86000,3,286,630,630,630,4,0,1970,1,0,1526,515,2002,3,4
115000,3,336,1304,264,616,5,1,1976,1,688,2665,0,1976,4,4
133000,4,240,1578,806,958,6,2,1941,1,620,9490,403,1950,5,4
172785,3,429,1456,728,728,6,0,2006,2,728,15578,0,2006,8,5
155000,4,308,1269,1269,1269,5,1,1960,1,0,7931,374,1960,6,4
91300,2,273,886,190,886,5,0,1938,1,0,5784,0,1996,4,4
34900,4,0,720,720,720,4,0,1920,0,0,7879,495,1950,4,4
184000,4,240,1820,1026,1133,7,0,1925,1,687,9120,329,1950,8,4
130000,4,288,899,864,899,5,0,1967,1,0,7800,450,2004,5,4
120000,4,297,912,912,912,5,0,1958,1,0,7535,111,1985,5,4
113000,4,264,1218,672,672,6,0,1973,1,546,1890,356,1973,7,4
226700,3,603,1768,866,866,7,0,2005,2,902,9803,400,2005,7,4
140000,4,461,1214,1214,1214,5,0,1965,2,0,9170,698,1965,6,4
289000,4,484,1801,1501,1801,7,2,1959,2,0,15602,1247,1997,6,4
147000,4,440,1322,855,855,6,1,1974,2,467,2308,257,1974,6,4
124500,4,400,1960,960,960,5,0,1952,2,1000,7596,0,1952,10,4
215000,3,471,1911,777,1065,8,1,1993,2,846,9554,380,1994,8,4
208300,3,676,1218,1218,1218,6,0,2009,2,0,7862,27,2009,4,5
161000,4,360,1378,689,689,7,1,1928,2,689,9600,141,2005,7,4
124500,4,270,1041,1041,1041,5,0,1959,1,0,9600,991,1959,6,4
164900,4,288,1363,1008,1363,5,2,1951,1,0,14559,650,2000,6,4
202665,3,474,1368,1368,1368,7,1,2005,2,0,6792,0,2006,6,5
129900,4,624,864,864,864,5,0,1958,2,0,9100,521,1958,5,4
134000,4,484,1080,1084,1080,6,0,1983,2,0,9187,336,1983,5,4
96500,4,200,789,768,789,5,0,1926,1,0,10594,0,1950,5,4
402861,1,900,2020,2006,2020,10,1,2009,3,0,12220,1436,2009,9,5
158000,4,583,2119,689,1378,6,1,1972,2,741,10448,0,1972,7,4
265000,3,889,2344,1264,1277,7,1,1996,3,1067,10208,0,1997,7,4
211000,3,546,1796,794,882,6,0,1998,2,914,9531,706,1998,7,4
234000,3,282,2080,1276,1276,7,2,1926,1,804,10918,0,2004,9,4
106250,4,0,1294,0,694,4,0,1900,0,600,10800,0,2000,7,4
150000,4,336,1244,1244,1244,6,2,1957,1,0,11988,777,1957,6,4
159000,4,420,1664,1004,1004,6,2,1947,2,660,5000,399,1950,7,4
315750,3,834,2398,1379,1383,7,1,1996,3,1015,11787,719,1997,8,4
176000,3,453,1266,1257,1266,7,1,2005,2,0,7500,0,2005,6,4
132000,3,252,928,928,928,5,0,1956,1,0,13300,377,2000,4,4
86000,4,0,605,528,605,4,0,1920,0,0,9098,348,2002,5,4
175000,3,600,1509,1461,1509,6,1,1988,2,0,10200,783,1989,5,4
128000,2,502,1362,611,751,6,0,1920,2,611,6155,0,1999,6,4
107500,4,392,827,0,827,5,1,1955,1,0,7200,0,2007,5,4
178000,1,403,1414,707,707,8,1,2004,2,707,9056,0,2004,6,4
107500,3,0,1347,1117,820,5,0,1910,0,527,7000,969,1991,5,4
188000,3,527,1724,880,880,7,0,1998,2,844,8924,0,1999,8,4
111250,4,576,864,864,864,4,0,1972,2,0,12735,600,1972,5,4
158000,4,336,1159,1051,1159,5,1,1968,1,0,11553,673,1968,7,4
272000,3,670,1601,1581,1601,8,1,2001,2,0,11423,1358,2002,6,4
315000,1,765,1838,1838,1838,9,1,2006,3,0,14601,1260,2006,8,4
248000,3,648,2285,969,997,8,1,2000,3,1288,11000,0,2000,8,4
213250,1,583,1680,1650,1680,7,1,1998,2,0,10140,144,1999,7,4
133000,3,367,767,723,767,7,0,1998,1,0,4058,584,1998,4,4
179665,3,426,1496,654,664,7,1,2006,2,832,17104,554,2006,7,5
229000,3,786,2183,1204,1377,7,0,1988,3,806,13837,1002,1988,9,4
210000,3,440,1635,1065,915,6,1,1923,2,720,8737,300,1950,6,4
129500,3,624,768,768,768,5,0,1970,2,0,7244,619,1970,5,4
125000,4,720,825,825,825,5,0,1955,2,0,8235,180,1995,4,4
263000,3,615,2094,912,912,7,1,2003,2,1182,9375,0,2004,8,4
140000,3,440,1069,1069,1069,6,0,1977,2,0,4043,559,1977,4,4
112500,4,288,928,928,928,5,0,1957,1,0,6000,308,1957,5,4
255500,1,908,1717,1709,1717,8,1,2006,3,0,11146,0,2006,7,4
108000,4,520,1126,0,1126,4,0,1949,2,0,8777,0,2003,5,4
284000,3,871,2046,998,1006,7,1,2003,3,1040,10625,866,2004,8,4
113000,4,280,1048,993,1048,5,1,1922,1,0,6380,0,1950,5,4
141000,4,299,1092,1092,1092,5,1,1957,1,0,14850,895,1957,6,4
108000,4,570,1336,637,897,4,0,1920,1,439,11040,637,1950,7,4
175000,3,406,1446,729,729,7,1,1996,2,717,21872,604,1997,6,4
234000,3,420,1557,1374,1557,7,1,2003,2,0,3196,0,2004,7,4
121500,3,528,1392,1392,1392,5,1,1957,2,0,11341,1302,1996,5,4
170000,3,418,1389,1389,1389,5,1,1974,2,0,10010,1071,1975,6,4
108000,4,0,996,996,996,5,1,1940,0,0,13907,290,1969,6,4
185000,3,396,1674,1163,1163,6,1,1918,2,511,21780,0,1950,8,4
268000,3,590,2295,1095,1166,7,1,1992,2,1129,13346,728,2000,9,4
128000,3,216,1647,806,841,6,0,1915,1,806,6858,0,1950,6,4
325000,3,656,2504,1122,1134,9,1,2005,3,1370,11198,0,2007,11,4
214000,3,532,1535,1517,1535,7,0,2004,2,0,10171,2,2004,7,4
316600,3,612,2132,1496,1496,8,1,1983,2,636,12327,1441,2009,5,4
135960,3,600,943,943,943,5,2,1979,2,0,7032,943,1979,4,4
142600,4,576,1728,1728,1728,5,0,1965,2,0,13101,231,1965,10,4
120000,4,288,864,864,864,6,0,1959,1,0,7332,414,1959,4,4
224500,1,650,1692,846,846,7,0,2009,2,846,13159,0,2009,6,5
170000,3,400,1430,384,774,7,1,2000,2,656,9967,0,2000,8,4
139000,4,288,1109,372,576,5,0,1971,1,533,10500,349,2005,5,4
118500,4,336,1216,832,832,5,0,1947,1,384,8480,442,1950,6,4
145000,4,216,1477,861,877,7,1,1928,1,600,6292,0,1950,6,4
164500,4,564,1320,1164,1320,5,2,1966,2,0,11777,328,1966,6,4
146000,3,540,1392,689,703,7,0,2007,2,689,3604,0,2007,5,4
131500,4,352,1795,1050,1050,5,0,1954,1,745,12150,0,1954,7,4
181900,4,572,1429,1144,1429,6,2,1960,2,0,14585,594,1987,7,4
118500,3,0,816,816,816,6,0,1990,0,0,11841,816,1990,5,4
325000,4,880,2775,1237,1521,10,1,1893,2,1254,13500,0,2000,9,4
133000,4,240,1573,884,989,4,0,1935,1,584,6120,0,1995,6,4
369900,1,880,2028,1868,2028,8,2,2005,3,0,11443,1460,2006,7,5
130000,4,275,838,816,838,6,0,1918,1,0,10267,210,2000,5,4
137000,4,528,860,840,860,5,0,1982,2,0,8740,672,1982,4,4
143000,4,452,1473,1437,1473,5,2,1968,1,0,25095,1324,2003,5,5
79500,4,308,935,742,779,5,0,1930,1,0,9100,0,1960,4,4
185900,3,520,1582,770,770,7,0,2004,2,812,8320,490,2004,6,4
138000,4,816,816,816,816,5,0,1982,2,0,6600,816,2003,4,4
140000,3,420,848,848,848,6,0,2003,2,0,4435,685,2003,4,4
110000,3,280,924,924,924,5,0,1975,1,0,7990,0,1975,5,4
319000,3,758,1826,1814,1826,8,1,2005,3,0,11302,1422,2006,7,5
114504,4,216,1368,684,684,6,0,1910,1,684,3600,0,1993,7,4
194201,1,648,1402,1258,1402,7,1,2006,3,0,3922,0,2007,7,5
217500,3,621,1647,1430,1647,5,1,1977,2,0,12984,1283,1977,7,4
151000,3,452,1556,716,716,6,1,1980,2,840,1950,81,1980,6,4
275000,3,736,1904,1058,1058,8,1,2005,2,846,10927,546,2005,8,4
141000,4,544,1375,780,780,6,1,1937,1,595,9000,0,1950,6,4
220000,3,506,1915,908,927,8,1,1992,2,988,10041,789,1992,8,4
151000,3,480,1200,600,600,7,0,2004,2,600,3182,0,2005,4,4
221000,3,530,1494,1494,1494,7,1,2002,2,0,12803,922,2002,6,4
152000,3,576,1040,1040,1040,5,0,1996,2,0,12464,732,1996,6,4
225000,4,230,2008,896,1112,5,0,1948,1,896,7800,603,2002,8,4
118500,4,261,1029,1029,1029,4,0,1961,1,0,7943,903,1961,5,4
313000,1,736,2153,1440,1476,9,2,2000,3,677,11050,904,2000,8,4
148000,3,564,1032,1032,1032,6,1,1978,2,0,10395,605,1978,6,4
261500,3,531,1872,1299,1299,8,1,2001,2,573,11885,990,2001,7,4
147000,3,0,1120,1120,1120,5,0,2007,0,0,8402,206,2007,6,5
75500,3,0,630,630,630,4,0,1972,0,0,1491,150,1972,3,4
137500,4,480,1054,936,1054,6,0,1963,2,0,8800,763,1963,6,4
183200,3,393,1509,783,807,6,1,2002,2,702,7861,457,2003,7,4
105500,4,528,832,832,832,6,0,1954,2,0,7227,0,1954,4,4
314813,1,774,1828,1822,1828,9,1,2007,3,0,11694,48,2007,9,5
305000,3,749,2262,1482,1482,8,2,2003,3,780,12244,871,2003,10,4
67000,4,0,864,864,864,3,0,1914,0,0,8248,41,1950,5,4
240000,4,624,2614,1522,1548,6,1,1974,2,1066,10800,956,1997,9,4
135000,4,484,980,980,980,5,0,1977,2,0,7064,560,1977,6,4
168500,3,440,1512,756,756,6,1,2000,2,756,2117,420,2000,4,4
165150,4,484,1790,732,1012,6,1,1972,2,778,10400,247,1972,8,4
160000,4,440,1116,1116,1116,6,0,1962,2,0,10000,0,1962,5,4
139900,4,286,1422,978,1422,5,1,1960,1,0,12342,0,1978,6,4
153000,4,364,1520,1156,1520,6,2,1955,1,0,9600,674,1972,7,4
135000,3,504,2080,1040,1040,5,2,1969,2,1040,11606,650,1969,9,3
168500,4,520,1350,1248,1350,6,0,1964,2,0,9020,624,1964,6,4
209500,3,627,1554,1554,1554,8,1,2006,2,0,4590,24,2006,6,4
82500,4,544,1411,1386,1411,7,1,1977,2,0,11900,822,1977,6,3
139400,4,260,1056,1056,1056,5,0,1954,1,0,9250,480,2005,6,4
144000,4,576,1056,1056,1056,6,0,1980,2,0,6979,1056,1980,4,4
60000,4,0,800,264,800,2,1,1936,0,0,6120,0,1950,4,4
93000,4,256,1387,811,811,5,0,1954,1,576,6000,0,1954,7,4
85000,2,0,796,796,796,5,0,1910,0,0,8777,0,1950,4,4
264561,3,648,1567,1520,1567,8,1,2006,3,0,3982,1154,2006,7,5
274000,1,588,1518,1518,1518,8,1,2003,2,0,12677,1218,2004,6,4
226000,3,650,1929,1057,1057,7,1,2001,2,872,7050,738,2001,7,4
152000,4,462,1620,780,780,5,0,1969,2,840,10793,493,1969,7,4
370878,1,478,1766,1766,1766,9,1,2009,3,0,9187,1121,2009,7,5
143250,4,576,981,981,981,6,0,1971,2,0,10530,282,1971,5,4
98300,4,420,1048,0,1048,5,0,1950,2,0,7200,0,1950,7,4
155000,4,495,1094,1094,1094,6,2,1953,2,0,10452,500,1953,5,4
155000,4,442,1839,756,1051,6,1,1966,2,788,7700,0,1966,7,4
84500,3,0,630,630,630,4,0,1970,0,0,1936,131,1970,3,4
205950,3,562,1665,813,822,7,0,2007,2,843,8125,0,2007,7,4
108000,4,296,1510,755,755,4,1,1940,1,755,9084,0,1950,7,4
191000,3,512,1716,880,909,7,1,1996,2,807,8750,0,1996,7,4
135000,4,216,1469,756,756,6,0,1906,1,713,10320,0,1995,7,4
350000,3,839,2113,2109,2113,8,1,1995,3,0,10437,1696,1995,7,4
88000,4,264,1092,525,525,6,0,1971,1,567,1680,0,1971,6,3
145500,4,312,1053,1053,1053,5,0,1959,1,0,10007,806,2006,5,4
149000,3,270,1502,776,851,7,1,1931,1,651,7200,0,2000,6,4
97500,4,330,1458,912,912,6,1,1948,1,546,17503,0,1950,6,4
167000,4,480,1486,1486,1486,5,0,1964,2,0,9937,637,1999,7,4
197900,3,550,1935,793,1142,7,1,1976,2,793,12384,0,1976,7,4
110000,2,576,1392,1392,1392,6,2,1968,2,0,13560,0,1968,5,4
137500,3,588,1181,1138,1181,4,0,1972,2,0,10012,920,1972,6,4
230500,3,504,1936,1406,1454,8,1,2000,2,482,11194,0,2000,7,4
129000,3,596,2380,1021,1465,6,1,1965,2,915,18450,187,1979,7,4
193500,3,575,1679,1408,1679,6,1,1994,2,0,8125,1138,1998,7,4
168000,4,576,1437,1188,1437,5,1,1956,2,0,14175,988,1987,6,4
137500,2,252,1180,700,1180,4,1,1922,1,0,11600,0,1950,5,4
173500,3,540,1476,738,738,6,0,2005,2,738,8633,193,2005,7,4
103600,4,300,1369,672,697,6,0,1925,1,672,6629,551,1950,6,4
165000,3,546,1208,1208,1208,6,1,1977,2,0,11250,767,1977,6,4
257500,4,416,1839,1477,1839,6,2,1957,2,0,14442,1186,2004,7,4
140000,4,384,1136,1136,1136,6,1,1965,1,0,9200,892,1965,5,4
148500,4,440,1441,855,855,6,1,1978,2,586,2289,311,1978,7,4
87000,4,779,1774,1095,1095,4,0,1900,3,679,9600,0,1950,8,4
109500,4,240,792,768,792,5,0,1924,1,0,9022,0,2006,5,4
372500,1,834,2046,2046,2046,8,1,2008,3,0,11844,0,2008,7,5
128500,4,572,988,988,988,5,0,1961,2,0,9945,827,1961,5,4
143000,3,264,923,923,923,6,1,1980,1,0,8012,543,1980,5,4
159434,4,281,1520,793,848,5,0,1932,1,672,4500,182,2000,6,4
173000,3,431,1291,1291,1291,6,1,1996,2,0,2887,1003,1997,6,4
285000,3,702,1668,1626,1668,9,1,2002,3,0,11248,1059,2002,7,4
221000,3,486,1839,1195,1195,7,0,1998,2,644,16770,0,1998,7,4
207500,3,577,2090,1190,1190,7,1,1984,2,900,5062,828,1984,6,4
227875,3,578,1761,874,874,7,0,2007,2,887,10207,0,2007,7,5
148800,3,480,1102,551,551,7,0,2004,2,551,5105,239,2004,4,4
392000,3,567,1419,1419,1419,8,1,2007,2,0,8089,945,2007,7,5
194700,3,460,1362,1362,1362,6,1,2005,2,0,7577,20,2006,6,4
141000,3,420,848,848,848,6,1,2004,2,0,4426,697,2004,3,4
335000,3,628,2519,1210,1238,7,2,1989,2,1281,26178,965,1990,9,4
108480,4,326,1073,1073,1073,5,0,1921,1,0,5400,0,1968,4,4
141500,4,576,1539,927,1067,5,0,1936,2,472,6120,0,1950,5,4
176000,3,551,1137,1112,1137,6,1,1987,2,0,13811,980,1987,5,4
89000,4,205,616,616,616,5,0,1921,1,0,6000,616,1950,4,4
123500,1,308,1148,980,1148,5,0,1952,1,0,6420,210,1952,6,4
138500,4,336,894,894,894,5,1,1965,1,0,8450,553,2009,5,4
196000,3,530,1391,1391,1391,7,0,2004,2,0,4282,16,2004,5,4
312500,1,765,1800,1800,1800,8,1,2002,3,0,14331,1274,2002,7,4
140000,4,528,1164,1164,1164,7,0,1969,2,0,9600,0,1969,6,4
361919,1,666,2576,1234,1264,8,1,2006,3,1312,12438,0,2006,10,5
140000,3,672,1812,360,1032,5,1,1900,2,780,7630,0,1996,8,4
213000,3,606,1484,1473,1484,7,0,2004,2,0,8400,712,2005,7,4
55000,4,0,1092,0,372,4,0,1930,0,720,5600,0,1950,7,4
254000,3,550,1324,1324,1324,8,1,2006,2,0,6240,863,2006,6,4
179540,3,400,1456,728,728,7,1,2007,2,728,9018,0,2007,8,5
109900,4,408,904,876,904,5,0,1966,1,0,7162,0,1966,6,4
